latitude,longitude,travel_agency_hs,hotels_online_hs,hotels_offline_hs,grocery_stores_fb,electronics_appliances_hs
1.344,103.792,8,16,1,1,8
1.344,103.794,16,16,3,3,3
1.344,103.796,13,18,14,1,8
1.344,103.797,2,12,6,3,13
1.344,103.798,7,11,15,1,10
1.344,103.799,13,14,6,5,9
1.344,103.800,11,10,5,1,2
1.344,103.802,12,20,15,9,4
1.344,103.803,9,12,12,4,7
1.344,103.804,13,17,9,4,3
1.344,103.805,8,6,8,3,2
1.344,103.806,16,10,13,7,3
1.344,103.815,12,9,14,1,8
1.344,103.816,8,16,2,1,11
1.344,103.817,4,4,12,3,8
1.344,103.818,15,13,13,4,10
1.344,103.819,9,2,3,1,11
1.344,103.820,11,5,11,2,15
1.344,103.823,12,9,6,4,2
1.344,103.826,10,12,9,2,6
1.344,103.828,8,10,14,6,4
1.344,103.831,9,11,12,3,10
1.344,103.832,9,10,13,3,13
1.344,103.833,9,5,9,2,6
1.344,103.837,5,3,6,3,7
1.344,103.838,6,8,11,4,8
1.344,103.839,4,12,6,7,5
1.344,103.845,7,6,4,2,7
1.344,103.847,5,11,8,2,2
1.344,103.848,9,13,7,8,7
1.344,103.849,10,9,9,6,8
1.344,103.851,5,10,5,3,10
1.344,103.858,7,12,8,2,5
1.344,103.860,8,9,5,3,6
1.344,103.861,10,12,10,5,12
1.344,103.862,7,13,12,9,10
1.344,103.863,8,9,6,5,11
1.344,103.866,7,9,6,5,8
1.344,103.867,10,13,8,6,13
1.344,103.868,11,15,4,8,7
1.344,103.870,2,11,10,8,4
1.344,103.873,6,6,10,6,6
1.344,103.874,6,16,9,4,6
1.344,103.875,8,6,12,1,7
1.344,103.876,7,7,9,1,7
1.344,103.877,6,14,4,10,3
1.344,103.879,12,13,3,3,6
1.344,103.880,5,4,6,6,8
1.344,103.881,5,6,13,11,10
1.344,103.884,13,13,11,6,3
1.344,103.885,10,14,7,12,10
1.344,103.887,13,1,3,7,7
1.344,103.890,13,4,7,9,7
1.344,103.893,9,7,6,15,12
1.344,103.895,10,7,14,10,7
1.344,103.900,4,0,18,14,6
1.344,103.903,9,20,14,1,17
1.344,103.904,7,13,8,1,13
1.344,103.905,5,1,14,12,1
1.344,103.906,10,0,6,11,6
1.344,103.909,8,8,9,15,15
1.344,103.912,17,1,11,13,1
1.344,103.915,17,17,13,14,2
1.344,103.916,13,11,16,14,8
1.344,103.918,13,19,12,12,12
1.344,103.919,9,1,3,4,16
1.344,103.923,2,18,10,2,19
1.344,103.924,15,12,17,16,17
1.344,103.926,14,0,14,16,13
1.344,103.932,15,0,2,14,13
1.344,103.933,18,0,17,16,7
1.344,103.935,16,0,19,19,11
1.344,103.936,20,1,1,19,19
1.344,103.939,12,1,6,18,9
1.344,103.940,10,18,14,20,7
1.344,103.941,19,0,12,0,16
1.344,103.942,18,9,16,0,19
1.344,103.943,5,0,1,3,15
1.344,103.949,1,1,1,20,20
1.344,103.950,9,10,8,12,20
1.344,103.952,18,0,7,0,20
1.344,103.954,1,20,1,20,1
1.344,103.956,4,0,5,19,17
1.344,103.957,1,1,3,20,2
1.344,103.958,3,0,12,14,0
1.345,103.699,20,0,20,0,2
1.345,103.700,18,0,0,0,19
1.345,103.707,20,0,20,16,15
1.345,103.714,20,0,4,13,1
1.345,103.717,0,0,18,0,0
1.345,103.734,12,0,6,17,0
1.345,103.743,17,0,0,20,0
1.345,103.744,16,0,12,1,1
1.345,103.746,20,0,0,11,2
1.345,103.747,16,1,19,19,15
1.345,103.748,20,0,20,19,19
1.345,103.750,20,0,0,0,20
1.345,103.751,4,10,15,8,14
1.345,103.752,14,0,18,1,19
1.345,103.753,0,0,0,19,0
1.345,103.754,16,0,17,0,13
1.345,103.760,20,0,8,12,1
1.345,103.762,18,0,18,18,19
1.345,103.769,19,0,17,11,15
1.345,103.770,17,0,13,18,16
1.345,103.771,16,0,18,12,15
1.345,103.772,19,0,16,9,20
1.345,103.774,12,18,11,10,17
1.345,103.775,12,12,9,8,19
1.345,103.778,11,20,16,9,4
1.345,103.779,9,19,14,15,14
1.345,103.782,16,0,17,1,15
1.345,103.783,17,8,14,17,1
1.345,103.786,16,20,9,7,9
1.345,103.787,14,0,15,1,5
1.345,103.788,4,18,10,15,9
1.345,103.789,8,16,10,4,13
1.345,103.790,14,0,6,12,10
1.345,103.792,16,18,15,14,15
1.345,103.795,14,18,15,1,11
1.345,103.796,14,6,15,10,4
1.345,103.799,2,17,12,1,13
1.345,103.801,12,12,13,3,1
1.345,103.802,6,14,16,8,12
1.345,103.810,11,1,1,6,8
1.345,103.812,6,14,11,2,3
1.345,103.816,4,15,13,6,2
1.345,103.817,12,15,8,6,8
1.345,103.818,11,3,7,1,5
1.345,103.821,4,8,12,2,5
1.345,103.826,7,10,2,7,9
1.345,103.827,9,14,10,1,4
1.345,103.830,12,9,7,2,10
1.345,103.833,9,10,9,5,9
1.345,103.836,6,14,10,2,2
1.345,103.837,8,8,12,4,4
1.345,103.839,5,10,5,6,7
1.345,103.840,5,10,8,5,8
1.345,103.841,7,11,3,7,3
1.345,103.844,4,7,11,6,4
1.345,103.846,6,10,6,6,9
1.345,103.847,6,6,5,4,8
1.345,103.850,9,10,8,5,6
1.345,103.851,10,8,11,4,8
1.345,103.852,9,9,7,7,1
1.345,103.856,8,10,13,5,13
1.345,103.859,10,2,8,3,7
1.345,103.863,5,1,11,6,8
1.345,103.866,9,4,5,1,8
1.345,103.868,4,10,10,1,4
1.345,103.872,11,17,9,10,10
1.345,103.873,11,11,9,7,6
1.345,103.875,4,14,6,6,11
1.345,103.880,10,16,3,8,14
1.345,103.881,13,12,12,10,14
1.345,103.882,9,6,12,8,13
1.345,103.886,5,16,13,2,12
1.345,103.889,11,20,12,14,3
1.345,103.891,7,14,12,9,12
1.345,103.898,16,19,12,13,13
1.345,103.899,7,1,12,16,5
1.345,103.901,14,17,10,16,3
1.345,103.904,7,14,14,10,13
1.345,103.907,4,20,9,10,4
1.345,103.908,11,3,9,11,13
1.345,103.910,14,19,15,14,4
1.345,103.912,14,0,11,12,14
1.345,103.913,1,10,12,3,18
1.345,103.918,2,13,3,3,7
1.345,103.920,12,19,16,12,7
1.345,103.922,17,19,7,15,18
1.345,103.923,13,2,17,12,15
1.345,103.924,18,14,15,14,16
1.345,103.925,18,17,15,15,9
1.345,103.929,11,20,17,13,13
1.345,103.930,14,2,17,19,17
1.345,103.932,5,16,16,20,5
1.345,103.935,10,0,12,0,3
1.345,103.939,13,18,10,19,17
1.345,103.943,15,0,1,12,18
1.345,103.944,1,10,11,2,0
1.345,103.945,5,9,10,7,15
1.345,103.946,12,1,1,19,1
1.345,103.947,17,4,7,18,19
1.345,103.948,7,0,5,0,13
1.345,103.951,12,0,14,0,20
1.345,103.953,19,0,19,18,8
1.345,103.954,19,1,9,20,15
1.345,103.955,1,14,1,14,0
1.345,103.956,17,0,2,20,17
1.345,103.958,15,0,4,20,1
1.345,103.965,15,1,8,0,6
1.345,103.985,11,1,1,0,0
1.346,103.698,1,0,0,13,18
1.346,103.699,16,0,0,0,1
1.346,103.701,19,0,17,19,17
1.346,103.743,19,9,20,10,18
1.346,103.745,0,15,19,0,19
1.346,103.748,14,0,19,15,14
1.346,103.749,19,0,19,20,17
1.346,103.751,17,0,16,7,16
1.346,103.756,15,12,19,14,16
1.346,103.758,17,0,0,18,17
1.346,103.759,19,19,19,7,20
1.346,103.762,17,18,20,13,13
1.346,103.763,18,0,20,8,12
1.346,103.764,1,0,19,20,1
1.346,103.765,16,2,14,14,15
1.346,103.766,12,0,0,10,9
1.346,103.768,15,0,5,16,17
1.346,103.773,18,17,12,3,19
1.346,103.774,19,0,17,19,17
1.346,103.775,1,9,20,5,8
1.346,103.776,13,0,12,14,11
1.346,103.780,11,0,11,2,6
1.346,103.783,8,0,13,11,14
1.346,103.785,15,12,7,4,6
1.346,103.790,12,19,18,11,15
1.346,103.791,7,10,12,6,1
1.346,103.794,9,9,16,2,6
1.346,103.795,10,17,8,4,6
1.346,103.796,11,0,11,6,3
1.346,103.797,11,14,16,2,12
1.346,103.798,7,6,8,3,10
1.346,103.801,9,15,12,5,1
1.346,103.803,9,11,15,6,14
1.346,103.804,10,13,8,2,2
1.346,103.806,13,9,15,10,5
1.346,103.813,1,9,5,4,5
1.346,103.817,11,12,12,3,11
1.346,103.818,7,14,12,2,9
1.346,103.819,11,9,7,1,12
1.346,103.820,11,3,10,2,14
1.346,103.822,7,7,11,6,8
1.346,103.825,10,12,9,2,10
1.346,103.826,5,7,11,3,9
1.346,103.829,11,13,9,3,10
1.346,103.830,2,11,11,5,5
1.346,103.831,8,13,10,4,11
1.346,103.833,10,13,12,5,10
1.346,103.839,9,11,11,6,6
1.346,103.840,4,8,8,2,2
1.346,103.842,4,5,9,4,2
1.346,103.844,8,3,10,3,6
1.346,103.845,6,7,10,3,2
1.346,103.847,5,7,8,4,3
1.346,103.848,7,15,10,2,6
1.346,103.849,5,9,6,5,8
1.346,103.854,9,8,4,5,9
1.346,103.856,9,13,9,6,7
1.346,103.857,2,12,5,3,1
1.346,103.861,5,9,4,3,8
1.346,103.862,8,14,8,4,7
1.346,103.871,11,8,7,3,8
1.346,103.872,3,10,13,6,5
1.346,103.874,9,11,4,3,6
1.346,103.875,8,7,3,3,6
1.346,103.876,11,18,12,10,10
1.346,103.880,12,2,11,15,11
1.346,103.882,12,14,9,3,11
1.346,103.884,2,17,6,3,11
1.346,103.888,13,5,15,13,18
1.346,103.891,12,17,9,9,10
1.346,103.892,7,9,11,2,16
1.346,103.893,5,18,11,11,13
1.346,103.895,9,0,13,15,9
1.346,103.896,17,18,17,15,16
1.346,103.897,10,11,12,4,10
1.346,103.898,13,16,10,12,16
1.346,103.899,15,17,12,8,16
1.346,103.901,9,5,2,14,6
1.346,103.902,11,16,3,15,15
1.346,103.906,6,19,16,4,10
1.346,103.908,10,2,10,10,13
1.346,103.913,11,11,14,19,17
1.346,103.914,16,20,12,15,4
1.346,103.917,14,7,11,8,15
1.346,103.919,20,0,17,18,13
1.346,103.920,10,19,8,17,10
1.346,103.923,17,0,18,18,14
1.346,103.924,10,0,8,13,10
1.346,103.926,18,0,7,19,19
1.346,103.927,12,19,19,16,7
1.346,103.930,19,10,16,16,9
1.346,103.932,3,0,4,18,13
1.346,103.933,4,0,3,17,20
1.346,103.935,13,0,6,15,17
1.346,103.936,12,14,17,19,20
1.346,103.937,1,0,12,17,0
1.346,103.940,11,17,18,17,4
1.346,103.941,14,0,16,0,1
1.346,103.944,3,0,0,19,20
1.346,103.945,14,0,18,0,19
1.346,103.948,19,0,14,18,19
1.346,103.949,18,0,7,16,0
1.346,103.953,20,0,18,20,18
1.346,103.954,18,0,9,19,0
1.346,103.956,10,0,6,0,0
1.346,103.957,8,0,14,18,17
1.346,103.959,14,0,10,16,20
1.347,103.698,0,0,0,0,16
1.347,103.700,19,0,20,19,14
1.347,103.702,4,0,20,18,8
1.347,103.728,19,0,0,0,0
1.347,103.741,15,0,17,3,0
1.347,103.745,13,0,16,16,1
1.347,103.750,10,0,16,11,20
1.347,103.751,15,0,19,19,18
1.347,103.753,20,0,13,13,0
1.347,103.756,11,0,20,11,8
1.347,103.759,17,0,12,18,5
1.347,103.761,10,0,16,16,3
1.347,103.763,17,0,12,15,12
1.347,103.765,16,17,10,18,18
1.347,103.766,15,16,8,19,19
1.347,103.771,3,0,14,12,4
1.347,103.772,17,0,19,6,18
1.347,103.773,20,0,18,16,13
1.347,103.775,7,1,8,16,1
1.347,103.777,3,0,12,2,17
1.347,103.779,12,18,16,11,9
1.347,103.782,17,19,12,14,15
1.347,103.783,8,19,13,10,6
1.347,103.786,19,18,17,6,14
1.347,103.790,4,16,14,1,13
1.347,103.791,1,4,6,9,12
1.347,103.792,15,9,7,1,12
1.347,103.795,1,2,10,1,12
1.347,103.796,10,11,18,13,1
1.347,103.797,16,16,11,3,13
1.347,103.799,7,8,14,7,8
1.347,103.800,4,13,8,12,13
1.347,103.803,7,9,16,7,10
1.347,103.805,16,18,14,10,16
1.347,103.808,13,4,2,1,2
1.347,103.810,17,18,2,13,6
1.347,103.811,14,19,12,3,13
1.347,103.812,9,3,15,1,6
1.347,103.813,7,4,1,1,5
1.347,103.816,4,1,7,2,3
1.347,103.818,6,6,5,2,1
1.347,103.819,9,18,11,8,7
1.347,103.822,10,9,9,1,9
1.347,103.824,10,10,11,1,4
1.347,103.825,6,7,11,8,13
1.347,103.827,6,10,10,4,6
1.347,103.828,9,10,10,1,5
1.347,103.829,8,11,8,6,13
1.347,103.830,5,10,10,2,12
1.347,103.833,10,11,10,2,9
1.347,103.838,10,10,6,4,2
1.347,103.841,7,11,5,2,3
1.347,103.842,10,9,3,6,6
1.347,103.844,2,12,3,7,10
1.347,103.845,2,8,9,2,9
1.347,103.849,6,8,8,3,6
1.347,103.852,8,15,12,9,11
1.347,103.853,2,8,3,2,7
1.347,103.854,6,18,10,4,6
1.347,103.857,10,18,7,5,4
1.347,103.859,12,9,11,9,9
1.347,103.860,13,7,1,5,2
1.347,103.861,9,12,14,5,2
1.347,103.863,11,13,7,4,11
1.347,103.864,11,18,10,3,5
1.347,103.865,8,10,9,5,4
1.347,103.869,8,9,12,1,6
1.347,103.871,9,3,9,7,7
1.347,103.872,3,7,10,3,4
1.347,103.874,12,13,9,1,2
1.347,103.875,6,8,10,8,8
1.347,103.878,5,8,5,9,7
1.347,103.879,8,17,9,4,9
1.347,103.880,6,11,9,3,7
1.347,103.881,10,10,11,11,4
1.347,103.882,2,10,7,8,11
1.347,103.883,9,16,9,7,12
1.347,103.885,12,19,11,5,9
1.347,103.890,7,9,9,9,1
1.347,103.891,6,18,11,15,11
1.347,103.892,9,10,6,11,12
1.347,103.893,10,14,12,14,12
1.347,103.894,11,20,15,14,16
1.347,103.895,10,17,17,6,13
1.347,103.898,10,8,7,5,11
1.347,103.899,14,13,10,17,17
1.347,103.903,15,17,7,17,6
1.347,103.905,17,2,11,13,3
1.347,103.906,2,20,9,2,5
1.347,103.908,15,12,15,8,13
1.347,103.910,2,15,11,15,10
1.347,103.913,15,10,18,16,18
1.347,103.914,17,11,2,13,18
1.347,103.916,1,18,16,19,20
1.347,103.917,12,1,13,13,9
1.347,103.920,4,4,3,17,0
1.347,103.922,15,19,3,3,2
1.347,103.923,17,0,19,17,19
1.347,103.925,13,0,9,6,14
1.347,103.928,16,16,18,18,1
1.347,103.929,13,7,1,16,13
1.347,103.930,10,15,2,19,14
1.347,103.931,19,14,1,2,2
1.347,103.933,19,19,19,13,20
1.347,103.936,17,11,20,16,4
1.347,103.937,1,0,18,15,16
1.347,103.938,5,13,8,0,15
1.347,103.940,18,0,15,16,14
1.347,103.944,7,0,13,20,18
1.347,103.945,3,17,18,18,4
1.347,103.946,19,0,8,20,18
1.347,103.948,20,0,19,13,0
1.347,103.949,0,0,17,18,19
1.347,103.951,18,0,19,0,20
1.347,103.953,19,0,17,18,0
1.347,103.955,1,2,1,0,18
1.347,103.957,20,0,0,0,0
1.347,103.985,14,0,10,19,13
1.348,103.730,0,0,0,19,0
1.348,103.740,19,0,20,3,15
1.348,103.743,18,14,14,20,16
1.348,103.745,8,0,17,15,3
1.348,103.746,19,16,20,18,10
1.348,103.747,17,17,20,14,20
1.348,103.748,16,18,17,12,18
1.348,103.749,0,18,0,17,16
1.348,103.752,18,0,18,20,0
1.348,103.753,19,0,0,17,20
1.348,103.757,6,15,9,18,15
1.348,103.758,18,0,20,18,19
1.348,103.760,20,0,19,14,18
1.348,103.761,0,0,10,4,20
1.348,103.769,0,0,19,20,20
1.348,103.770,0,0,19,15,10
1.348,103.771,16,0,20,15,13
1.348,103.772,9,0,9,19,16
1.348,103.773,14,0,17,18,18
1.348,103.775,5,0,9,16,16
1.348,103.782,16,0,15,3,18
1.348,103.783,16,20,16,7,6
1.348,103.784,9,0,1,11,3
1.348,103.787,16,19,11,8,16
1.348,103.794,10,7,4,5,11
1.348,103.795,10,12,12,2,1
1.348,103.796,1,19,10,5,5
1.348,103.798,2,17,11,3,6
1.348,103.799,13,16,8,6,9
1.348,103.800,16,12,17,8,15
1.348,103.801,14,3,18,1,14
1.348,103.804,11,9,9,8,16
1.348,103.806,16,1,12,10,14
1.348,103.809,3,9,2,2,2
1.348,103.811,6,8,7,6,11
1.348,103.812,4,18,12,1,6
1.348,103.813,5,12,4,9,12
1.348,103.814,13,15,8,5,1
1.348,103.815,8,9,9,3,6
1.348,103.816,9,2,10,8,8
1.348,103.817,10,15,8,3,10
1.348,103.818,9,12,12,2,11
1.348,103.819,9,14,16,4,8
1.348,103.820,10,7,9,5,8
1.348,103.821,8,3,11,2,10
1.348,103.823,13,16,15,8,11
1.348,103.824,10,10,10,3,8
1.348,103.826,5,8,8,3,7
1.348,103.827,12,13,12,1,7
1.348,103.828,7,5,7,4,10
1.348,103.829,10,13,5,9,7
1.348,103.832,12,13,12,4,7
1.348,103.833,9,4,6,2,6
1.348,103.834,1,9,8,11,6
1.348,103.836,7,6,8,4,2
1.348,103.838,9,4,12,4,4
1.348,103.839,8,11,6,5,13
1.348,103.840,11,7,8,7,11
1.348,103.841,9,12,6,4,9
1.348,103.843,7,14,5,5,4
1.348,103.847,8,4,13,2,5
1.348,103.848,9,5,10,2,5
1.348,103.849,4,10,6,5,6
1.348,103.850,7,8,10,2,7
1.348,103.851,6,15,7,4,10
1.348,103.852,6,17,13,5,4
1.348,103.854,5,5,8,4,2
1.348,103.856,6,6,9,8,6
1.348,103.857,10,14,7,2,10
1.348,103.859,5,16,8,12,7
1.348,103.860,10,15,15,8,3
1.348,103.861,6,11,11,3,4
1.348,103.862,7,3,7,7,9
1.348,103.863,8,5,11,8,11
1.348,103.865,9,11,10,6,8
1.348,103.872,9,9,3,12,6
1.348,103.879,8,17,8,11,7
1.348,103.880,14,14,16,9,11
1.348,103.882,9,17,7,9,13
1.348,103.885,10,16,3,9,13
1.348,103.889,3,13,1,7,13
1.348,103.891,16,18,12,4,10
1.348,103.892,9,11,5,10,14
1.348,103.895,6,8,8,14,16
1.348,103.896,12,17,7,11,9
1.348,103.897,13,12,7,10,10
1.348,103.899,12,4,3,9,13
1.348,103.902,9,18,9,16,16
1.348,103.904,19,12,3,12,15
1.348,103.906,14,2,8,10,14
1.348,103.907,10,0,14,5,5
1.348,103.908,1,20,16,12,18
1.348,103.910,6,3,14,16,18
1.348,103.913,17,0,18,17,19
1.348,103.914,6,0,4,13,1
1.348,103.915,12,0,2,7,17
1.348,103.921,2,1,3,10,4
1.348,103.924,13,13,10,19,19
1.348,103.926,15,13,17,20,12
1.348,103.927,20,0,18,15,19
1.348,103.928,19,0,14,4,1
1.348,103.931,19,0,14,5,10
1.348,103.932,16,0,16,19,2
1.348,103.933,19,0,17,18,16
1.348,103.938,10,0,11,17,1
1.348,103.939,16,19,7,18,3
1.348,103.941,1,0,4,0,0
1.348,103.942,1,0,17,20,0
1.348,103.943,14,0,20,16,20
1.348,103.946,19,19,0,18,17
1.348,103.948,1,9,17,15,20
1.348,103.949,19,0,6,20,0
1.348,103.950,18,0,14,0,19
1.348,103.952,16,1,2,20,9
1.348,103.955,9,17,10,20,19
1.348,103.956,20,18,18,0,3
1.349,103.699,9,0,12,0,0
1.349,103.700,19,0,4,18,14
1.349,103.705,14,0,0,0,0
1.349,103.716,0,0,20,18,16
1.349,103.725,4,0,12,16,18
1.349,103.727,0,0,20,0,20
1.349,103.731,1,0,0,19,0
1.349,103.740,19,0,16,17,20
1.349,103.743,11,0,20,20,0
1.349,103.744,19,4,19,15,8
1.349,103.747,16,0,0,19,16
1.349,103.748,20,17,15,16,12
1.349,103.750,20,0,20,20,18
1.349,103.751,8,0,18,0,11
1.349,103.753,16,0,14,13,8
1.349,103.756,0,0,18,19,19
1.349,103.757,0,0,10,5,1
1.349,103.759,19,0,13,13,18
1.349,103.763,18,0,0,16,1
1.349,103.768,15,17,12,4,17
1.349,103.769,20,0,0,20,0
1.349,103.770,17,0,0,6,16
1.349,103.771,20,20,16,12,1
1.349,103.774,17,0,16,20,4
1.349,103.775,12,20,13,15,1
1.349,103.777,17,18,16,11,17
1.349,103.779,19,19,16,6,6
1.349,103.780,19,16,18,8,8
1.349,103.781,16,17,11,12,16
1.349,103.782,10,14,5,15,15
1.349,103.783,17,20,16,15,13
1.349,103.784,16,18,12,16,16
1.349,103.785,19,0,15,16,17
1.349,103.787,13,9,8,14,3
1.349,103.789,7,14,15,9,1
1.349,103.790,12,10,8,16,1
1.349,103.793,6,17,17,1,10
1.349,103.798,3,14,13,4,4
1.349,103.799,9,3,7,13,9
1.349,103.800,7,4,5,7,6
1.349,103.806,12,13,11,1,11
1.349,103.807,13,18,13,2,10
1.349,103.809,12,6,17,8,1
1.349,103.811,7,13,12,5,2
1.349,103.812,17,6,11,6,2
1.349,103.815,7,14,13,1,9
1.349,103.816,3,16,10,3,6
1.349,103.817,12,3,15,6,4
1.349,103.819,11,15,9,6,8
1.349,103.821,13,15,9,9,10
1.349,103.825,10,12,8,7,5
1.349,103.826,5,12,11,6,2
1.349,103.829,6,11,12,5,9
1.349,103.831,5,14,8,3,8
1.349,103.833,8,8,9,5,9
1.349,103.834,10,12,2,3,3
1.349,103.837,10,9,13,1,6
1.349,103.838,3,8,13,4,7
1.349,103.839,6,7,9,1,5
1.349,103.840,4,8,7,5,9
1.349,103.843,7,7,10,4,10
1.349,103.844,10,5,7,8,7
1.349,103.846,6,11,7,3,2
1.349,103.847,11,9,6,2,10
1.349,103.849,9,11,9,8,5
1.349,103.851,11,14,9,7,5
1.349,103.854,9,13,6,3,10
1.349,103.855,4,9,14,3,4
1.349,103.857,7,6,12,5,3
1.349,103.859,12,14,12,7,8
1.349,103.862,8,19,8,6,7
1.349,103.863,7,11,4,4,4
1.349,103.864,11,8,13,9,7
1.349,103.865,10,12,12,1,6
1.349,103.867,10,8,4,5,5
1.349,103.869,12,10,8,2,13
1.349,103.870,10,15,13,4,12
1.349,103.873,9,18,5,5,10
1.349,103.874,8,7,12,4,4
1.349,103.875,9,12,5,5,9
1.349,103.876,4,4,2,4,6
1.349,103.877,7,20,11,2,8
1.349,103.878,15,11,12,11,11
1.349,103.881,10,15,14,12,2
1.349,103.884,9,11,7,6,14
1.349,103.885,11,13,12,10,14
1.349,103.887,7,7,14,12,6
1.349,103.888,12,16,9,8,11
1.349,103.890,14,18,17,11,10
1.349,103.892,11,15,15,16,12
1.349,103.895,12,6,7,10,4
1.349,103.896,17,0,8,3,5
1.349,103.899,13,0,6,12,13
1.349,103.903,10,13,3,11,10
1.349,103.904,7,0,9,10,12
1.349,103.907,7,19,3,1,12
1.349,103.909,16,20,12,4,16
1.349,103.910,3,17,13,10,14
1.349,103.912,13,7,15,13,16
1.349,103.913,13,9,12,10,17
1.349,103.914,9,14,13,14,3
1.349,103.915,5,19,5,15,2
1.349,103.917,20,0,12,16,10
1.349,103.918,17,0,14,11,18
1.349,103.919,5,14,10,4,13
1.349,103.922,1,4,12,13,9
1.349,103.923,18,8,14,15,15
1.349,103.928,3,0,9,12,13
1.349,103.929,14,0,15,18,8
1.349,103.930,20,0,0,15,0
1.349,103.931,10,0,1,16,19
1.349,103.934,17,20,18,17,15
1.349,103.935,18,15,11,16,10
1.349,103.936,10,0,17,14,6
1.349,103.937,10,0,16,16,18
1.349,103.939,10,0,0,20,11
1.349,103.942,9,4,13,20,11
1.349,103.945,15,2,7,20,15
1.349,103.949,0,0,1,20,0
1.349,103.950,19,0,13,0,1
1.349,103.951,16,12,6,0,20
1.349,103.953,18,0,11,0,0
1.349,103.955,4,0,12,18,10
1.349,103.959,1,0,3,18,0
1.349,103.960,13,0,19,0,3
1.349,103.986,1,0,1,0,6
1.35,103.701,0,0,17,20,12
1.35,103.724,18,0,4,20,13
1.35,103.725,19,0,9,17,13
1.35,103.727,0,0,0,2,0
1.35,103.742,20,0,0,0,14
1.35,103.743,14,0,12,20,0
1.35,103.746,0,0,0,18,19
1.35,103.748,16,8,8,20,0
1.35,103.754,0,0,0,18,2
1.35,103.755,19,9,0,18,19
1.35,103.756,19,0,0,20,0
1.35,103.757,19,0,0,0,0
1.35,103.762,0,0,0,16,0
1.35,103.763,8,0,8,19,3
1.35,103.766,4,0,0,13,18
1.35,103.767,20,0,12,18,0
1.35,103.768,7,0,19,16,19
1.35,103.769,4,18,3,19,17
1.35,103.770,0,3,20,19,1
1.35,103.771,20,0,19,20,2
1.35,103.774,15,0,20,20,18
1.35,103.775,15,0,18,20,11
1.35,103.776,17,0,17,14,11
1.35,103.778,18,0,11,11,16
1.35,103.779,6,16,12,15,17
1.35,103.782,7,9,13,12,8
1.35,103.783,14,13,15,17,16
1.35,103.784,13,0,15,14,15
1.35,103.785,12,19,13,9,17
1.35,103.790,12,7,10,4,11
1.35,103.794,13,10,8,1,14
1.35,103.795,10,9,3,12,16
1.35,103.798,14,20,12,8,2
1.35,103.799,12,6,12,1,8
1.35,103.801,7,7,9,4,8
1.35,103.802,14,0,14,2,10
1.35,103.804,12,7,14,5,5
1.35,103.805,18,19,17,9,7
1.35,103.806,11,11,17,1,7
1.35,103.808,13,12,18,7,12
1.35,103.809,13,4,10,3,7
1.35,103.811,11,8,10,3,12
1.35,103.814,12,18,5,5,7
1.35,103.816,14,18,12,7,6
1.35,103.818,15,13,10,4,10
1.35,103.821,13,12,3,3,15
1.35,103.822,6,11,12,9,12
1.35,103.824,6,13,6,4,8
1.35,103.826,7,10,11,1,5
1.35,103.827,9,4,10,1,7
1.35,103.830,16,16,10,5,15
1.35,103.831,10,17,7,4,6
1.35,103.834,10,14,10,4,12
1.35,103.843,8,6,10,6,5
1.35,103.844,4,11,14,3,12
1.35,103.847,7,13,4,6,8
1.35,103.848,8,15,7,6,3
1.35,103.850,14,11,13,8,8
1.35,103.852,7,12,11,8,5
1.35,103.856,9,16,10,8,10
1.35,103.858,3,9,11,2,5
1.35,103.860,5,17,11,4,11
1.35,103.861,5,8,6,9,9
1.35,103.862,8,3,4,1,5
1.35,103.865,2,17,11,9,10
1.35,103.867,13,9,8,5,11
1.35,103.868,9,4,12,4,8
1.35,103.869,8,13,10,10,3
1.35,103.871,2,11,8,2,8
1.35,103.872,15,15,11,8,15
1.35,103.874,10,12,11,9,10
1.35,103.876,12,15,12,9,13
1.35,103.878,10,7,12,2,5
1.35,103.883,11,17,10,10,9
1.35,103.885,12,19,18,4,5
1.35,103.886,4,10,11,5,15
1.35,103.890,13,14,13,13,12
1.35,103.891,8,0,5,14,11
1.35,103.892,6,3,3,14,11
1.35,103.893,14,20,15,12,10
1.35,103.894,12,2,6,14,2
1.35,103.896,15,20,3,13,18
1.35,103.897,16,3,14,17,14
1.35,103.898,16,0,6,14,15
1.35,103.900,13,12,13,10,5
1.35,103.901,13,16,16,11,16
1.35,103.902,3,17,7,12,12
1.35,103.904,7,0,17,18,1
1.35,103.909,18,14,6,16,1
1.35,103.910,14,17,18,7,9
1.35,103.912,14,0,5,14,14
1.35,103.913,16,0,15,1,15
1.35,103.914,5,7,2,1,15
1.35,103.922,7,11,13,19,10
1.35,103.925,15,0,9,18,17
1.35,103.926,1,0,20,4,20
1.35,103.927,16,16,19,17,18
1.35,103.929,16,12,10,17,18
1.35,103.931,11,17,17,16,20
1.35,103.933,4,19,20,8,13
1.35,103.935,15,16,12,19,20
1.35,103.938,8,15,14,15,18
1.35,103.941,14,20,18,20,15
1.35,103.942,18,0,17,14,0
1.35,103.943,7,0,0,15,18
1.35,103.944,20,1,18,8,17
1.35,103.946,17,0,13,19,18
1.35,103.956,1,0,18,18,3
1.35,103.960,18,0,16,18,0
1.35,103.962,9,0,10,18,17
1.35,103.963,10,0,14,20,1
1.35,103.982,1,0,16,0,10
1.35,103.983,11,11,17,19,18
1.35,103.984,1,0,8,0,18
