latitude,longitude,beauty_medical_hs,sporting_goods_fb,restaurants_hs,apparel_fb
5.376,100.537,0,14,18,20
5.376,100.538,18,16,18,17
5.376,100.548,0,20,19,19
5.376,100.552,19,19,13,10
5.377,100.295,3,14,3,4
5.377,100.301,16,17,14,11
5.377,100.306,2,8,7,9
5.377,100.311,3,7,3,12
5.377,100.312,5,10,7,7
5.377,100.313,3,16,3,13
5.377,100.314,5,15,5,7
5.377,100.316,4,11,4,6
5.377,100.317,9,1,6,5
5.377,100.318,0,15,11,8
5.377,100.321,5,19,6,2
5.377,100.324,16,18,13,0
5.377,100.374,16,5,11,9
5.377,100.376,18,19,15,0
5.377,100.385,2,12,12,17
5.377,100.396,15,7,5,4
5.377,100.397,3,8,11,6
5.377,100.398,7,13,4,2
5.377,100.404,6,7,1,3
5.377,100.408,6,1,5,20
5.377,100.409,4,2,7,12
5.377,100.41,19,8,10,0
5.377,100.412,14,14,12,18
5.377,100.414,5,6,5,20
5.377,100.415,18,19,10,9
5.377,100.416,0,0,15,13
5.377,100.417,12,9,12,6
5.377,100.419,0,5,9,11
5.377,100.42,9,4,7,2
5.377,100.421,17,7,15,3
5.377,100.422,19,19,10,7
5.377,100.424,20,18,11,1
5.377,100.426,0,17,11,15
5.377,100.428,8,4,12,5
5.377,100.431,6,17,17,13
5.377,100.433,19,11,15,18
5.377,100.434,13,17,14,0
5.377,100.435,0,5,18,18
5.377,100.437,0,0,19,2
5.377,100.439,15,18,12,5
5.377,100.452,18,15,15,12
5.377,100.539,18,0,16,20
5.377,100.54,15,20,19,0
5.377,100.541,17,0,19,19
5.377,100.542,12,0,18,13
5.377,100.543,18,11,7,17
5.377,100.546,18,7,12,13
5.377,100.548,0,0,17,14
5.377,100.551,0,15,17,0
5.378,100.292,10,11,4,0
5.378,100.296,9,6,11,14
5.378,100.297,12,12,9,17
5.378,100.298,14,18,2,16
5.378,100.299,0,11,8,0
5.378,100.3,3,13,1,12
5.378,100.305,6,5,16,3
5.378,100.307,2,3,2,2
5.378,100.309,4,4,1,9
5.378,100.31,3,5,2,4
5.378,100.314,6,12,3,12
5.378,100.32,1,1,13,8
5.378,100.339,9,15,2,0
5.378,100.38,20,11,2,17
5.378,100.382,0,13,1,0
5.378,100.386,2,13,11,18
5.378,100.395,14,14,15,0
5.378,100.399,12,11,13,12
5.378,100.4,19,11,17,0
5.378,100.404,17,6,11,14
5.378,100.405,19,14,10,3
5.378,100.406,15,4,3,3
5.378,100.415,17,5,14,17
5.378,100.416,17,9,14,0
5.378,100.419,18,13,4,15
5.378,100.42,12,10,5,10
5.378,100.422,0,0,13,0
5.378,100.427,6,9,8,6
5.378,100.428,5,0,4,2
5.378,100.43,0,16,17,13
5.378,100.433,0,0,19,0
5.378,100.434,0,0,17,18
5.378,100.435,0,0,15,0
5.378,100.44,0,10,20,4
5.378,100.539,17,19,13,20
5.378,100.542,20,18,16,0
5.378,100.544,15,5,11,17
5.378,100.546,0,0,14,2
5.378,100.55,19,13,14,0
5.378,100.551,18,13,8,9
5.378,100.552,18,12,11,13
5.378,100.554,17,0,15,19
5.379,100.297,11,18,5,0
5.379,100.3,3,18,1,16
5.379,100.301,6,10,5,10
5.379,100.302,11,7,2,15
5.379,100.303,3,2,2,1
5.379,100.304,8,5,2,3
5.379,100.305,11,10,9,1
5.379,100.306,1,14,11,15
5.379,100.31,1,15,2,11
5.379,100.313,6,10,8,10
5.379,100.315,5,13,1,14
5.379,100.316,5,15,10,20
5.379,100.319,2,17,6,19
5.379,100.343,2,18,1,8
5.379,100.359,2,0,16,4
5.379,100.385,3,5,1,1
5.379,100.392,16,18,14,0
5.379,100.394,6,11,3,2
5.379,100.395,14,11,10,2
5.379,100.397,0,17,18,0
5.379,100.401,0,6,7,0
5.379,100.404,19,10,10,19
5.379,100.406,1,17,15,6
5.379,100.407,1,18,7,17
5.379,100.409,3,1,8,13
5.379,100.412,13,17,8,7
5.379,100.416,10,13,2,13
5.379,100.418,0,16,16,0
5.379,100.422,19,14,19,0
5.379,100.428,15,20,9,20
5.379,100.429,16,20,20,0
5.379,100.431,20,0,15,17
5.379,100.463,0,12,15,0
5.379,100.542,20,15,15,0
5.379,100.543,18,0,18,17
5.379,100.545,19,19,13,17
5.379,100.546,0,16,18,6
5.379,100.547,18,20,9,19
5.379,100.548,3,7,6,6
5.379,100.549,17,0,12,19
5.379,100.551,17,0,10,13
5.379,100.552,15,12,16,8
5.38,100.292,9,3,11,18
5.38,100.299,3,14,6,1
5.38,100.3,1,17,8,3
5.38,100.301,15,3,4,0
5.38,100.302,2,11,1,10
5.38,100.305,1,5,1,4
5.38,100.307,14,14,2,4
5.38,100.309,3,3,3,4
5.38,100.31,9,8,1,10
5.38,100.312,9,5,3,8
5.38,100.314,6,4,6,8
5.38,100.317,13,0,6,6
5.38,100.324,7,0,4,4
5.38,100.341,3,9,16,17
5.38,100.388,16,18,20,0
5.38,100.396,6,13,9,5
5.38,100.397,9,2,15,11
5.38,100.399,16,9,15,0
5.38,100.401,20,9,12,18
5.38,100.402,0,19,14,0
5.38,100.403,0,18,15,17
5.38,100.406,8,15,8,0
5.38,100.407,16,18,17,0
5.38,100.408,10,1,13,14
5.38,100.409,18,9,6,16
5.38,100.412,14,2,14,11
5.38,100.416,20,6,18,19
5.38,100.418,18,14,11,14
5.38,100.42,16,6,14,2
5.38,100.425,0,7,14,8
5.38,100.428,0,0,19,0
5.38,100.473,19,17,19,0
5.38,100.547,7,4,15,10
5.38,100.549,0,0,11,15
5.38,100.55,8,9,15,7
5.381,100.279,18,16,17,17
5.381,100.298,2,17,6,6
5.381,100.299,10,7,1,6
5.381,100.303,17,7,6,19
5.381,100.304,17,16,1,12
5.381,100.309,6,17,7,4
5.381,100.31,1,1,1,1
5.381,100.311,8,1,1,3
5.381,100.313,16,13,5,16
5.381,100.314,5,8,1,9
5.381,100.316,8,14,9,11
5.381,100.319,5,0,15,1
5.381,100.339,14,1,7,0
5.381,100.351,1,14,19,9
5.381,100.373,14,11,10,0
5.381,100.381,19,19,12,0
5.381,100.387,18,11,14,14
5.381,100.395,9,11,11,9
5.381,100.396,10,17,5,7
5.381,100.397,5,16,15,18
5.381,100.398,8,11,3,20
5.381,100.399,4,15,13,19
5.381,100.4,1,20,9,11
5.381,100.401,13,12,15,11
5.381,100.403,1,15,13,10
5.381,100.404,14,3,9,20
5.381,100.409,0,14,19,0
5.381,100.413,10,11,14,7
5.381,100.415,0,14,17,19
5.381,100.419,19,16,16,11
5.381,100.473,16,17,20,19
5.381,100.543,20,20,17,0
5.381,100.544,17,20,14,0
5.381,100.548,8,20,10,15
5.381,100.555,9,16,15,19
5.381,116.193,0,0,16,0
5.382,100.276,0,18,18,0
5.382,100.279,9,0,5,0
5.382,100.293,9,16,10,14
5.382,100.296,8,10,4,3
5.382,100.299,13,13,8,13
5.382,100.301,1,14,4,1
5.382,100.302,1,13,6,1
5.382,100.303,7,13,8,5
5.382,100.304,3,3,3,8
5.382,100.307,13,11,2,7
5.382,100.308,7,13,7,5
5.382,100.313,3,10,5,7
5.382,100.314,5,16,1,12
5.382,100.316,14,19,12,0
5.382,100.317,10,16,1,10
5.382,100.318,7,16,13,7
5.382,100.319,20,0,3,0
5.382,100.32,13,8,4,10
5.382,100.321,16,19,13,13
5.382,100.392,16,14,16,11
5.382,100.393,19,0,12,16
5.382,100.396,12,8,6,6
5.382,100.397,0,9,5,10
5.382,100.398,18,0,4,15
5.382,100.399,16,18,11,1
5.382,100.4,2,18,19,19
5.382,100.403,13,6,12,13
5.382,100.406,6,10,16,16
5.382,100.409,14,2,11,4
5.382,100.411,0,17,16,0
5.382,100.412,2,17,10,2
5.382,100.414,19,19,17,18
5.382,100.415,0,20,20,17
5.382,100.416,5,0,19,6
5.382,100.417,19,19,18,15
5.382,100.419,12,10,1,19
5.382,100.42,6,20,17,19
5.382,100.421,16,16,14,8
5.382,100.423,0,14,19,0
5.382,100.425,20,19,13,0
5.382,100.427,19,15,16,0
5.382,100.543,0,19,14,0
5.382,100.544,20,20,14,0
5.382,100.545,3,19,16,0
5.382,100.549,9,15,19,0
5.382,100.55,11,15,18,15
5.382,100.552,0,0,14,17
5.382,100.553,0,0,19,0
5.382,100.557,1,14,13,18
5.383,100.294,10,15,15,3
5.383,100.297,17,19,12,13
5.383,100.3,0,12,5,1
5.383,100.302,3,9,1,16
5.383,100.303,9,13,4,14
5.383,100.308,3,7,1,2
5.383,100.31,4,9,1,4
5.383,100.314,9,11,10,8
5.383,100.316,13,11,2,15
5.383,100.317,5,0,13,12
5.383,100.318,6,17,1,7
5.383,100.32,15,2,1,12
5.383,100.335,0,18,1,12
5.383,100.361,12,15,13,13
5.383,100.365,12,12,11,0
5.383,100.38,0,0,20,0
5.383,100.384,0,15,4,17
5.383,100.388,7,15,8,8
5.383,100.393,4,14,13,6
5.383,100.394,10,5,6,10
5.383,100.396,5,7,3,0
5.383,100.398,2,2,12,8
5.383,100.399,0,20,6,10
5.383,100.4,10,1,5,19
5.383,100.402,19,3,15,13
5.383,100.406,15,2,8,3
5.383,100.407,18,7,20,17
5.383,100.408,16,14,9,20
5.383,100.409,16,6,9,4
5.383,100.41,17,3,16,16
5.383,100.413,15,19,15,0
5.383,100.414,13,8,18,0
5.383,100.417,0,12,16,7
5.383,100.42,2,5,6,0
5.383,100.421,0,0,20,14
5.383,100.422,13,18,14,0
5.383,100.426,4,18,13,0
5.383,100.442,0,0,20,0
5.383,100.474,0,20,19,0
5.383,100.546,0,20,19,0
5.383,100.551,15,9,17,6
5.383,100.552,20,15,18,17
5.383,100.554,13,19,19,18
5.383,100.56,0,5,10,16
5.383,103.083,0,0,20,0
5.384,100.292,19,15,15,12
5.384,100.299,20,13,11,0
5.384,100.302,13,4,5,2
5.384,100.304,6,0,5,8
5.384,100.306,2,13,8,3
5.384,100.307,1,9,3,7
5.384,100.308,2,6,2,4
5.384,100.311,13,11,1,3
5.384,100.314,4,5,5,1
5.384,100.317,1,9,4,10
5.384,100.318,7,5,2,1
5.384,100.349,11,11,14,7
5.384,100.386,4,13,11,14
5.384,100.389,14,3,4,8
5.384,100.39,0,2,17,16
5.384,100.394,10,11,3,12
5.384,100.395,18,18,16,0
5.384,100.398,1,15,6,12
5.384,100.399,2,20,3,1
5.384,100.401,14,4,4,9
5.384,100.407,19,0,19,18
5.384,100.409,0,16,15,18
5.384,100.412,16,15,9,6
5.384,100.415,12,18,3,2
5.384,100.416,0,18,17,12
5.384,100.42,0,8,5,9
5.384,100.422,20,18,16,19
5.384,100.424,0,18,17,12
5.384,100.425,19,13,14,19
5.384,100.426,2,20,18,15
5.384,100.427,2,18,11,17
5.384,100.544,19,10,15,0
5.384,100.547,17,11,14,19
5.384,100.549,15,18,17,20
5.384,100.553,17,12,8,15
5.384,100.556,0,19,9,17
5.384,100.557,12,17,11,9
5.385,100.296,7,14,11,0
5.385,100.303,6,20,10,10
5.385,100.304,14,9,9,8
5.385,100.305,3,1,1,6
5.385,100.306,11,8,3,15
5.385,100.307,7,4,1,3
5.385,100.309,8,3,2,1
5.385,100.311,6,2,1,1
5.385,100.313,11,16,2,8
5.385,100.315,4,5,7,11
5.385,100.316,3,10,3,5
5.385,100.318,10,13,7,10
5.385,100.319,2,4,4,9
5.385,100.32,16,0,7,12
5.385,100.321,12,16,13,18
5.385,100.324,14,7,6,2
5.385,100.348,4,8,5,18
5.385,100.366,10,0,13,12
5.385,100.38,1,12,6,13
5.385,100.385,2,14,7,18
5.385,100.388,14,14,10,16
5.385,100.389,2,11,1,0
5.385,100.392,11,20,15,9
5.385,100.393,1,14,3,11
5.385,100.394,1,20,7,19
5.385,100.395,20,15,12,17
5.385,100.397,9,6,3,19
5.385,100.4,13,17,17,3
5.385,100.401,20,16,6,6
5.385,100.405,15,3,7,20
5.385,100.406,6,14,4,19
5.385,100.408,8,8,9,11
5.385,100.41,18,13,16,10
5.385,100.413,0,0,16,0
5.385,100.415,5,3,4,8
5.385,100.42,13,11,10,18
5.385,100.424,0,15,19,0
5.385,100.434,0,10,19,0
5.385,100.542,3,15,10,8
5.385,100.546,0,13,16,14
5.385,100.553,12,19,17,19
5.385,100.556,16,19,18,0
5.385,100.558,12,0,18,0
5.385,100.559,20,0,20,8
5.386,100.293,8,7,2,6
5.386,100.3,12,4,5,18
5.386,100.301,2,18,8,11
5.386,100.303,1,11,1,4
5.386,100.306,1,17,8,13
5.386,100.309,3,11,3,9
5.386,100.313,8,8,1,1
5.386,100.315,9,15,12,8
5.386,100.316,3,2,2,1
5.386,100.317,9,4,4,13
5.386,100.318,5,14,4,1
5.386,100.319,6,17,4,2
5.386,100.32,3,10,2,16
5.386,100.342,6,5,15,10
5.386,100.346,0,17,16,11
5.386,100.367,9,15,2,0
5.386,100.38,18,8,1,11
5.386,100.381,0,19,19,19
5.386,100.382,0,12,10,12
5.386,100.385,10,11,9,5
5.386,100.387,19,13,15,8
5.386,100.388,14,9,9,13
5.386,100.389,8,17,6,18
5.386,100.39,9,15,13,7
5.386,100.395,2,20,16,3
5.386,100.396,6,7,11,10
5.386,100.397,11,11,20,0
5.386,100.403,12,3,13,14
5.386,100.411,16,20,19,19
5.386,100.414,13,9,18,12
5.386,100.419,0,10,11,17
5.386,100.422,0,11,17,18
5.386,100.548,20,0,16,19
5.386,100.552,0,19,19,14
5.386,100.554,17,20,15,17
5.386,100.559,0,0,20,0
5.386,100.56,0,7,17,13
5.386,100.561,20,18,20,0
5.386,100.563,16,18,15,0
5.387,100.284,0,14,14,14
5.387,100.297,4,3,4,9
5.387,100.299,10,0,9,15
5.387,100.301,12,5,10,6
5.387,100.304,7,10,3,5
5.387,100.308,3,5,4,4
5.387,100.313,9,8,5,12
5.387,100.315,10,6,1,6
5.387,100.316,4,2,2,1
5.387,100.317,11,14,9,4
5.387,100.318,3,13,11,9
5.387,100.319,11,9,5,20
5.387,100.32,13,14,5,9
5.387,100.321,18,0,7,7
5.387,100.336,6,6,7,12
5.387,100.349,20,0,4,16
5.387,100.373,4,11,14,16
5.387,100.38,7,15,15,0
5.387,100.392,18,11,7,14
5.387,100.395,8,17,14,10
5.387,100.397,1,20,6,13
5.387,100.398,15,13,4,0
5.387,100.399,10,12,13,13
5.387,100.403,0,20,19,0
5.387,100.404,5,3,15,0
5.387,100.405,0,11,16,0
5.387,100.406,4,2,6,1
5.387,100.408,9,11,12,1
5.387,100.409,1,17,7,5
5.387,100.411,7,18,17,11
5.387,100.412,20,16,18,19
5.387,100.548,20,19,18,0
5.387,100.549,18,20,19,0
5.387,100.552,0,15,19,0
5.387,100.554,17,20,8,0
5.387,100.556,0,0,18,17
5.387,100.561,16,10,14,19
5.387,100.562,17,18,15,16
5.388,100.277,18,18,16,15
5.388,100.284,0,20,20,20
5.388,100.298,9,8,15,3
5.388,100.3,0,14,7,14
5.388,100.302,7,14,8,16
5.388,100.308,8,7,3,9
5.388,100.31,4,1,4,2
5.388,100.313,13,2,2,12
5.388,100.314,6,12,6,4
5.388,100.315,2,9,4,1
5.388,100.318,9,17,10,15
5.388,100.32,5,12,10,3
5.388,100.321,16,14,14,9
5.388,100.322,7,4,15,14
5.388,100.323,16,18,18,17
5.388,100.324,19,19,13,3
5.388,100.342,13,12,14,12
5.388,100.357,1,19,5,10
5.388,100.379,20,20,18,20
5.388,100.38,12,0,19,20
5.388,100.381,16,0,16,20
5.388,100.382,19,14,15,13
5.388,100.384,17,9,4,7
5.388,100.388,11,7,8,16
5.388,100.389,10,2,11,9
5.388,100.39,16,17,14,13
5.388,100.392,5,2,4,11
5.388,100.396,12,19,14,6
5.388,100.398,0,15,14,20
5.388,100.399,13,9,7,16
5.388,100.4,6,13,9,6
5.388,100.403,6,17,17,19
5.388,100.404,18,2,3,2
5.388,100.406,20,13,7,0
5.388,100.407,19,6,19,18
5.388,100.411,20,20,16,11
5.388,100.414,13,19,19,14
5.388,100.415,7,10,2,4
5.388,100.424,10,15,2,0
5.388,100.551,17,12,12,17
5.388,100.552,0,6,16,0
5.388,100.555,16,2,17,0
5.388,100.557,0,19,19,20
5.388,100.558,0,9,9,4
5.388,100.56,1,19,17,18
5.389,100.283,6,20,19,0
5.389,100.292,0,5,5,9
5.389,100.294,10,0,8,13
5.389,100.296,9,18,5,0
5.389,100.302,3,17,9,11
5.389,100.303,7,13,1,6
5.389,100.306,9,6,4,14
5.389,100.307,1,17,5,16
5.389,100.308,15,8,3,12
5.389,100.309,5,8,5,6
5.389,100.312,8,13,7,5
5.389,100.313,5,5,3,10
5.389,100.314,3,12,2,1
5.389,100.317,8,2,5,3
5.389,100.319,12,8,14,7
5.389,100.322,19,17,9,7
5.389,100.327,17,9,6,14
5.389,100.353,7,12,1,1
5.389,100.375,0,16,17,0
5.389,100.377,11,0,12,0
5.389,100.378,17,20,16,20
5.389,100.382,3,4,5,12
5.389,100.383,14,4,2,3
5.389,100.384,10,16,5,12
5.389,100.388,8,14,6,9
5.389,100.389,20,11,12,16
5.389,100.39,7,10,9,3
5.389,100.392,0,8,6,11
5.389,100.394,14,9,9,2
5.389,100.395,1,15,11,12
5.389,100.397,19,14,18,16
5.389,100.398,1,17,11,18
5.389,100.399,0,10,9,13
5.389,100.403,4,5,7,18
5.389,100.407,0,13,16,0
5.389,100.546,0,0,16,14
5.389,100.551,0,19,7,0
5.389,100.557,11,18,13,0
5.389,100.558,0,13,20,16
5.389,116.2,14,0,10,0
5.39,100.284,19,19,19,0
5.39,100.285,16,17,14,19
5.39,100.292,0,0,11,12
5.39,100.295,7,5,4,4
5.39,100.296,14,0,7,12
5.39,100.298,3,1,5,1
5.39,100.299,10,0,14,9
5.39,100.3,1,6,3,5
5.39,100.303,14,13,6,15
5.39,100.304,6,7,2,1
5.39,100.311,7,6,3,20
5.39,100.312,3,7,3,2
5.39,100.313,12,11,11,17
5.39,100.315,11,11,3,2
5.39,100.316,9,19,8,18
5.39,100.321,5,20,14,13
5.39,100.322,7,0,4,0
5.39,100.358,1,15,8,9
5.39,100.375,6,15,17,12
5.39,100.376,19,0,20,0
5.39,100.379,6,12,15,0
5.39,100.38,9,20,14,0
5.39,100.382,10,14,3,8
5.39,100.386,19,13,11,6
5.39,100.393,16,16,4,18
5.39,100.394,20,8,14,16
5.39,100.395,15,7,5,10
5.39,100.398,3,11,7,17
5.39,100.399,12,11,11,20
5.39,100.402,16,15,18,0
5.39,100.405,6,1,4,7
5.39,100.406,15,20,17,19
5.39,100.407,18,8,15,13
5.39,100.411,18,0,20,0
5.39,100.42,14,9,9,0
5.39,100.545,0,0,6,0
5.39,100.546,11,15,10,12
5.39,100.556,0,0,16,0
5.39,100.563,0,13,20,13
5.391,100.289,0,0,20,14
5.391,100.294,3,14,4,4
5.391,100.297,8,10,7,6
5.391,100.299,2,16,9,5
5.391,100.3,4,15,5,17
5.391,100.302,5,7,2,6
5.391,100.305,5,6,4,4
5.391,100.306,6,5,3,8
5.391,100.309,16,4,4,7
5.391,100.31,3,13,4,2
5.391,100.311,8,13,5,6
5.391,100.312,12,7,2,5
5.391,100.314,7,7,3,11
5.391,100.315,9,17,8,14
5.391,100.317,11,15,9,0
5.391,100.323,17,18,2,0
5.391,100.352,0,18,17,0
5.391,100.373,0,15,9,0
5.391,100.375,16,15,14,0
5.391,100.376,6,15,19,6
5.391,100.378,4,18,14,12
5.391,100.38,10,20,12,18
5.391,100.381,19,0,20,19
5.391,100.382,12,11,10,4
5.391,100.384,0,15,8,0
5.391,100.385,18,15,16,17
5.391,100.387,11,16,16,20
5.391,100.388,17,11,9,9
5.391,100.389,7,18,10,3
5.391,100.39,17,12,5,11
5.391,100.391,19,8,16,17
5.391,100.393,13,11,3,0
5.391,100.395,7,13,9,8
5.391,100.396,5,14,5,5
5.391,100.397,19,11,14,10
5.391,100.398,18,8,15,15
5.391,100.4,10,14,2,14
5.391,100.401,1,0,14,0
5.391,100.402,0,6,18,19
5.391,100.407,15,16,12,6
5.391,100.545,0,19,16,6
5.391,100.552,0,0,18,0
5.391,100.554,20,5,5,18
5.391,100.564,16,0,17,0
5.391,100.565,0,20,20,0
5.392,100.284,15,19,20,18
5.392,100.287,13,6,8,4
5.392,100.289,14,20,19,13
5.392,100.291,0,0,16,0
5.392,100.292,10,9,1,8
5.392,100.293,15,0,19,6
5.392,100.294,3,18,17,8
5.392,100.295,11,8,13,9
5.392,100.299,3,11,11,4
5.392,100.3,15,14,10,19
5.392,100.303,1,11,2,7
5.392,100.305,7,14,5,5
5.392,100.306,9,2,2,7
5.392,100.311,3,1,1,3
5.392,100.312,9,19,7,5
5.392,100.317,8,8,3,17
5.392,100.318,4,8,2,1
5.392,100.319,4,12,3,12
5.392,100.321,2,14,7,3
5.392,100.323,17,17,14,15
5.392,100.349,16,7,6,3
5.392,100.372,7,16,18,20
5.392,100.373,10,16,16,15
5.392,100.374,0,0,19,0
5.392,100.38,6,17,15,13
5.392,100.385,14,5,11,16
5.392,100.387,20,20,7,17
5.392,100.388,15,17,15,15
5.392,100.39,4,16,6,1
5.392,100.391,8,16,12,12
5.392,100.393,12,2,13,2
5.392,100.397,15,10,3,7
5.392,100.402,15,10,11,10
5.392,100.405,18,16,18,15
5.392,100.408,0,16,20,14
5.392,100.41,20,7,16,0
5.392,100.415,20,12,9,16
5.392,100.439,20,15,8,17
5.392,100.562,0,15,19,17
5.393,100.285,14,15,12,14
5.393,100.286,20,19,18,20
5.393,100.287,16,20,15,0
5.393,100.289,2,0,18,0
5.393,100.29,5,17,17,11
5.393,100.292,20,0,19,16
5.393,100.293,9,18,17,20
5.393,100.294,9,3,1,19
5.393,100.296,13,13,8,0
5.393,100.297,13,6,7,1
5.393,100.3,10,7,7,16
5.393,100.301,12,20,3,16
5.393,100.302,20,17,9,18
5.393,100.304,8,18,16,18
5.393,100.309,4,13,3,7
5.393,100.313,14,3,4,4
5.393,100.315,3,7,5,16
5.393,100.317,10,4,1,8
5.393,100.319,9,20,10,8
5.393,100.321,9,11,3,13
5.393,100.322,12,14,8,16
5.393,100.342,13,0,18,17
5.393,100.347,11,5,6,13
5.393,100.355,1,16,8,6
5.393,100.356,20,20,19,19
5.393,100.357,12,18,6,8
5.393,100.367,1,9,1,2
5.393,100.368,12,6,1,5
5.393,100.37,20,0,17,19
5.393,100.371,2,19,16,0
5.393,100.375,7,12,10,1
5.393,100.383,16,9,10,8
5.393,100.388,20,9,6,9
5.393,100.389,7,17,14,11
5.393,100.391,5,13,9,14
5.393,100.393,9,15,12,8
5.393,100.395,5,17,5,8
5.393,100.396,0,11,15,18
5.393,100.398,13,9,17,13
5.393,100.399,19,15,17,16
5.393,100.401,20,17,6,17
5.393,100.406,0,17,17,13
5.393,100.411,0,19,12,9
5.393,100.557,17,7,14,18
5.393,100.56,0,12,20,9
5.393,103.069,18,0,19,0
5.394,100.285,0,0,6,5
5.394,100.286,6,20,10,6
5.394,100.291,17,14,7,13
5.394,100.292,3,15,16,4
5.394,100.295,2,16,9,5
5.394,100.296,7,18,13,20
5.394,100.297,20,19,18,15
5.394,100.298,10,0,9,0
5.394,100.299,17,13,10,0
5.394,100.302,12,6,7,8
5.394,100.306,6,11,6,11
5.394,100.307,1,4,4,1
5.394,100.308,9,10,3,9
5.394,100.309,8,11,1,4
5.394,100.311,5,5,1,2
5.394,100.314,3,19,11,13
5.394,100.316,6,12,7,7
5.394,100.318,17,15,12,15
5.394,100.32,10,11,3,14
5.394,100.323,19,18,15,20
5.394,100.324,8,10,7,5
5.394,100.325,13,16,2,20
5.394,100.326,3,8,14,11
5.394,100.34,0,18,10,17
5.394,100.345,0,7,18,0
5.394,100.355,7,19,13,14
5.394,100.357,13,18,14,0
5.394,100.368,10,20,16,16
5.394,100.371,7,14,5,7
5.394,100.372,5,11,7,10
5.394,100.375,2,17,8,18
5.394,100.378,0,15,7,8
5.394,100.381,20,18,8,0
5.394,100.387,4,10,19,10
5.394,100.392,12,11,6,9
5.394,100.399,11,14,13,10
5.394,100.403,18,20,15,0
5.394,100.404,18,17,20,0
5.394,100.406,5,11,13,3
5.394,100.408,0,0,20,0
5.394,100.416,7,6,13,6
5.394,100.545,0,19,16,0
5.394,100.548,14,0,17,18
5.394,100.565,0,0,20,0
5.395,100.289,4,16,19,0
5.395,100.291,6,20,20,0
5.395,100.292,11,19,17,14
5.395,100.295,0,0,14,19
5.395,100.297,8,4,16,12
5.395,100.298,9,16,7,14
5.395,100.3,5,14,2,18
5.395,100.301,15,15,14,9
5.395,100.302,0,17,14,4
5.395,100.303,1,19,6,4
5.395,100.304,18,14,6,15
5.395,100.307,14,10,11,3
5.395,100.309,5,6,2,3
5.395,100.31,5,14,2,2
5.395,100.312,2,8,5,4
5.395,100.314,5,7,3,17
5.395,100.315,9,12,9,6
5.395,100.317,5,14,5,4
5.395,100.319,13,15,7,7
5.395,100.321,9,0,5,11
5.395,100.323,18,17,4,1
5.395,100.324,7,2,1,4
5.395,100.325,4,17,2,7
5.395,100.326,11,14,2,8
5.395,100.327,11,15,12,19
5.395,100.333,17,15,9,16
5.395,100.341,1,19,14,18
5.395,100.35,14,12,12,8
5.395,100.356,10,16,4,10
5.395,100.368,19,20,10,8
5.395,100.37,6,8,8,9
5.395,100.371,16,9,6,14
5.395,100.377,9,7,7,2
5.395,100.379,14,17,10,3
5.395,100.38,19,13,5,11
5.395,100.385,5,3,10,4
5.395,100.388,0,1,7,15
5.395,100.39,0,16,6,20
5.395,100.391,7,14,16,2
5.395,100.392,2,16,5,20
5.395,100.394,16,15,13,6
5.395,100.396,17,10,12,19
5.395,100.4,17,11,6,15
5.395,100.403,17,19,13,17
5.395,100.405,0,12,18,0
5.395,100.406,18,11,13,8
5.395,100.409,4,14,18,14
5.395,100.41,16,6,14,15
5.395,100.545,20,17,16,0
5.395,100.566,13,12,20,0
5.396,100.285,0,14,11,15
5.396,100.286,4,16,11,5
5.396,100.289,1,19,8,2
5.396,100.292,3,10,8,3
5.396,100.293,17,13,11,1
5.396,100.294,9,20,17,20
5.396,100.295,6,19,13,5
5.396,100.299,1,15,8,15
5.396,100.3,7,18,13,9
5.396,100.301,1,12,2,2
5.396,100.302,5,8,9,1
5.396,100.303,6,10,3,10
5.396,100.304,1,17,10,9
5.396,100.305,9,10,10,11
5.396,100.306,6,20,5,13
5.396,100.307,4,9,5,10
5.396,100.312,10,13,7,12
5.396,100.317,4,20,8,6
5.396,100.319,6,15,8,8
5.396,100.324,7,20,12,20
5.396,100.328,14,20,17,20
5.396,100.334,10,18,15,0
5.396,100.345,10,18,13,12
5.396,100.346,8,19,11,4
5.396,100.369,18,14,4,8
5.396,100.371,20,11,1,12
5.396,100.372,17,11,4,18
5.396,100.374,14,19,6,5
5.396,100.376,13,14,6,20
5.396,100.378,0,15,15,0
5.396,100.381,0,8,10,7
5.396,100.382,16,16,14,17
5.396,100.383,3,12,15,3
5.396,100.384,11,3,6,1
5.396,100.385,19,16,8,20
5.396,100.387,7,9,5,3
5.396,100.388,10,16,6,13
5.396,100.389,2,12,6,0
5.396,100.396,4,8,12,9
5.396,100.397,3,7,18,17
5.396,100.4,20,14,11,0
5.396,100.404,17,13,17,15
5.396,100.407,8,15,19,8
5.396,100.411,0,6,3,17
5.396,100.442,17,19,11,13
5.396,100.546,12,0,9,17
5.396,100.562,0,0,20,0
5.396,100.564,0,11,19,18
5.396,100.566,6,20,19,20
5.396,103.069,0,0,19,0
5.396,116.207,18,0,20,18
5.397,100.286,0,17,16,0
5.397,100.289,14,10,14,0
5.397,100.29,10,6,4,4
5.397,100.293,13,19,11,15
5.397,100.295,5,0,18,16
5.397,100.297,9,10,10,9
5.397,100.298,6,13,6,4
5.397,100.301,10,18,3,2
5.397,100.304,13,19,13,18
5.397,100.307,1,5,2,3
5.397,100.308,4,13,3,3
5.397,100.31,6,11,5,8
5.397,100.314,6,8,5,6
